"","age","workclass","fnlwgt","education","educationnum","marital","occupation","relationship","race","sex","capgain","caploss","hoursperweek","nativecountry","incomebin"
"26063",23,"Private",478994,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States",0
"26069",55,"Federal-gov",186791,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States",0
"26070",40,"Private",284303,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",7688,0,40,"United-States",1
"26081",49,"Private",246183,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",1
"26093",41,"Local-gov",132125,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",0
"26098",30,"Private",224377,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",0
"26105",48,"Private",216093,"Bachelors",13,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",0
"26111",51,"Self-emp-inc",54342,"Prof-school",15,"Divorced","Prof-specialty","Not-in-family","White","Male",27828,0,60,"United-States",1
"26117",26,"Local-gov",219760,"HS-grad",9,"Never-married","Other-service","Other-relative","White","Male",0,0,16,"United-States",0
"26126",32,"Private",204374,"HS-grad",9,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States",0
"26128",19,"?",60688,"Some-college",10,"Never-married","?","Own-child","White","Male",0,0,35,"United-States",0
"26130",46,"Local-gov",200947,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",1
"26143",21,"Private",129350,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States",0
"26145",36,"Local-gov",61299,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
"26151",64,"Federal-gov",175534,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"China",1
"26155",68,"Private",148874,"9th",5,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,44,"United-States",0
"26161",24,"Private",137591,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,10,"Greece",0
"26162",49,"State-gov",324791,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",1
"26171",47,"Private",175958,"Prof-school",15,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",1
"26178",62,"Private",311495,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States",0
"26184",21,"Private",301556,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,19,"United-States",0
"26187",33,"Private",594187,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",1
"26195",51,"State-gov",42017,"Some-college",10,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",0
"26211",39,"Private",356838,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,12,"United-States",0
"26212",46,"Private",216164,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",0
"26214",19,"Private",439779,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,15,"United-States",0
"26216",28,"Private",190525,"Masters",14,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States",0
"26218",44,"Private",147265,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",1
"26223",47,"Private",262244,"Bachelors",13,"Never-married","Sales","Not-in-family","Black","Male",0,0,60,"United-States",1
"26228",26,"Private",213258,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
"26233",51,"Private",215854,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States",0
"26238",52,"Private",273514,"HS-grad",9,"Separated","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",0
"26248",45,"Private",174533,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",7298,0,50,"United-States",1
"26251",36,"Self-emp-not-inc",257250,"Assoc-voc",11,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,99,"United-States",0
"26253",28,"Private",55360,"Some-college",10,"Never-married","Sales","Not-in-family","Black","Male",0,0,50,"United-States",0
"26254",39,"Self-emp-not-inc",195253,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",1
"26263",60,"Private",178792,"HS-grad",9,"Widowed","Handlers-cleaners","Not-in-family","White","Female",0,0,40,"United-States",0
"26283",18,"Private",106780,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,12,"United-States",0
"26284",50,"Private",178596,"HS-grad",9,"Divorced","Craft-repair","Unmarried","White","Male",0,1408,50,"United-States",0
"26286",48,"Private",26490,"Bachelors",13,"Widowed","Other-service","Unmarried","White","Female",0,0,20,"United-States",0
"26288",74,"?",169303,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",6767,0,6,"United-States",0
"26291",19,"Private",389143,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States",0
"26292",39,"Private",101260,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States",0
"26294",30,"Private",45781,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States",0
"26297",68,"?",286869,"7th-8th",4,"Widowed","?","Not-in-family","White","Female",0,1668,40,"?",0
"26302",42,"Private",211517,"11th",7,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",0
"26305",57,"Private",98926,"Some-college",10,"Widowed","Tech-support","Not-in-family","White","Female",0,0,16,"United-States",0
"26306",27,"Private",207352,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","Asian-Pac-Islander","Male",0,0,40,"India",1
"26312",35,"State-gov",154410,"Some-college",10,"Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States",0
"26316",30,"Self-emp-inc",356689,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,60,"United-States",0
"26317",18,"Private",205218,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States",0
"26322",35,"Private",176123,"10th",6,"Married-civ-spouse","Other-service","Husband","Asian-Pac-Islander","Male",0,0,60,"India",0
"26323",41,"Private",111483,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States",0
"26334",18,"Private",156950,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,35,"United-States",0
"26336",26,"Private",173593,"Masters",14,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,20,"Canada",0
"26339",28,"Private",337664,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States",0
"26341",27,"Private",177072,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States",0
"26347",36,"Self-emp-not-inc",112497,"Prof-school",15,"Divorced","Prof-specialty","Unmarried","White","Male",25236,0,40,"United-States",1
"26349",59,"?",375049,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,41,"United-States",1
"26350",25,"Private",243560,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,40,"Columbia",0
"26354",49,"State-gov",175109,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",1
"26356",23,"Federal-gov",344394,"Some-college",10,"Married-civ-spouse","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States",0
"26359",63,"Private",43313,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
"26371",34,"Private",208785,"Assoc-acdm",12,"Divorced","Sales","Not-in-family","White","Male",0,0,50,"United-States",1
"26382",59,"Private",316027,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,45,"Cuba",0
"26386",29,"Federal-gov",107411,"Some-college",10,"Married-spouse-absent","Adm-clerical","Own-child","White","Female",0,0,40,"United-States",0
"26391",23,"Private",216472,"Some-college",10,"Never-married","Tech-support","Own-child","White","Female",0,0,20,"United-States",0
"26394",33,"Local-gov",365908,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","Black","Male",2105,0,40,"United-States",0
"26397",36,"Private",272944,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,40,"United-States",1
"26398",25,"Private",113654,"HS-grad",9,"Separated","Exec-managerial","Unmarried","White","Female",0,0,37,"United-States",0
"26402",37,"Private",147258,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"United-States",0
"26407",33,"Private",103435,"Assoc-voc",11,"Separated","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States",0
"26409",24,"Private",175183,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States",0
"26420",27,"Private",193898,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",1
"26424",22,"Private",33087,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,45,"United-States",0
"26440",28,"Private",181776,"Bachelors",13,"Never-married","Other-service","Not-in-family","White","Female",0,0,50,"United-States",0
"26441",32,"Private",132601,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",1
"26442",58,"Private",205410,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",0
"26443",64,"Self-emp-inc",185912,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,35,"United-States",1
"26446",28,"Private",295163,"12th",8,"Divorced","Farming-fishing","Not-in-family","White","Male",0,0,40,"United-States",0
"26447",21,"Private",27255,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"?",0
"26450",41,"Private",322980,"HS-grad",9,"Separated","Adm-clerical","Not-in-family","Black","Male",2354,0,40,"United-States",0
"26454",54,"Private",466502,"7th-8th",4,"Widowed","Other-service","Unmarried","White","Male",0,0,30,"United-States",0
"26455",28,"Local-gov",220754,"HS-grad",9,"Separated","Transport-moving","Own-child","White","Female",0,0,25,"United-States",0
"26479",59,"Self-emp-not-inc",75804,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,65,"United-States",1
"26483",54,"Private",139347,"HS-grad",9,"Widowed","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States",0
"26484",49,"Private",107682,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,38,"United-States",0
"26485",37,"Private",34173,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States",0
"26495",31,"Private",309620,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,6,"South",0
"26519",37,"Federal-gov",214542,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States",0
"26521",33,"State-gov",43716,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,4,"United-States",0
"26523",70,"?",158642,"HS-grad",9,"Widowed","?","Not-in-family","White","Female",2993,0,20,"United-States",0
"26525",41,"Private",136419,"Assoc-acdm",12,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,75,"United-States",1
"26527",41,"Local-gov",189956,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","Black","Female",0,0,40,"United-States",1
"26529",47,"Private",456661,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Mexico",0
"26530",24,"Private",279041,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","Black","Male",0,0,40,"United-States",0
"26533",62,"Local-gov",223637,"HS-grad",9,"Divorced","Other-service","Not-in-family","Black","Female",0,0,35,"United-States",0
"26536",35,"Private",119098,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",0
"26540",59,"State-gov",159472,"9th",5,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",0
"26541",42,"Private",138662,"Some-college",10,"Separated","Adm-clerical","Own-child","White","Female",0,0,40,"United-States",0
"26544",41,"Private",193882,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States",0
"26545",43,"Private",216497,"Bachelors",13,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"Germany",0
"26554",20,"Private",39478,"Some-college",10,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,70,"United-States",0
"26555",35,"Private",206951,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",1
"26562",34,"Private",179378,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","Black","Female",0,0,40,"United-States",0
"26566",29,"Self-emp-not-inc",169662,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
"26570",27,"Private",333296,"Bachelors",13,"Never-married","Other-service","Not-in-family","White","Male",0,0,30,"?",0
"26571",47,"Private",192793,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"Iran",1
"26577",42,"Private",247695,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United-States",1
"26588",67,"Private",233022,"11th",7,"Widowed","Adm-clerical","Unmarried","White","Female",0,0,20,"United-States",0
"26590",60,"Self-emp-not-inc",21101,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","Amer-Indian-Eskimo","Male",0,0,50,"United-States",0
"26591",17,"Private",52486,"11th",7,"Never-married","Other-service","Own-child","White","Female",0,0,12,"United-States",0
"26594",41,"Private",124956,"Bachelors",13,"Separated","Prof-specialty","Not-in-family","Black","Female",99999,0,60,"United-States",1
"26599",23,"?",87569,"Some-college",10,"Separated","?","Not-in-family","White","Female",0,0,40,"United-States",0
"26601",40,"Private",155972,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States",1
"26603",25,"Private",64860,"Some-college",10,"Married-spouse-absent","Adm-clerical","Unmarried","White","Female",0,0,22,"United-States",0
"26607",54,"Private",175262,"Preschool",1,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"China",0
"26613",62,"State-gov",199198,"Assoc-voc",11,"Widowed","Exec-managerial","Unmarried","Black","Female",0,0,40,"United-States",0
"26614",28,"Private",90915,"Bachelors",13,"Married-spouse-absent","Tech-support","Unmarried","Black","Female",0,0,40,"United-States",0
"26615",36,"Self-emp-inc",337778,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"Yugoslavia",1
"26618",33,"Self-emp-not-inc",361817,"HS-grad",9,"Separated","Craft-repair","Unmarried","White","Male",0,0,50,"United-States",0
"26622",55,"Private",254516,"9th",5,"Never-married","Handlers-cleaners","Other-relative","Black","Male",0,0,37,"United-States",0
"26625",45,"Private",48271,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",1
"26626",67,"Self-emp-not-inc",152102,"HS-grad",9,"Widowed","Farming-fishing","Not-in-family","White","Male",0,0,65,"United-States",0
"26629",22,"Private",180060,"Bachelors",13,"Never-married","Exec-managerial","Unmarried","White","Male",0,0,40,"United-States",0
